lien_emploie,date,nom_entreprise,secteur_activite,metier,poste_propose,localisation,delais,type_de_contrat,exigences
https://doopin.net/ftHVI,02/08/2022,JTMEvents,Secrétaire-Assistant(e),Assistant(e)dedirection,Assistant(e) de Management – Yaoundé,"Yaoundé,Centre,Cameroon",Postulerauplustôt,Tempspartiel,"|* Compréhension de la gestion et de la comptabilité|* Saisies|* Documentations|* Esprit d´équipe|* Maîtriser les écrits professionnels (e-mails, Comptes rendus, synthès: notes, bilan, étude de dossiers)|IMPORTANT|* Gestion de plusieurs actions simultanément avec efficacité (Gestion du temps et des priorités)|* Marketing des activités|Cliquer sur le bouton Postuler pour envoyer votre candidature en ligne|NICE TO HAVE|* Polyvalence|- Tâches de sécrétariat|* Très vaillant(e)|* Traitement/Suivi des dossiers avec les services administratifs|* Réalisations des tâches attribuées par le management  * Gestion des ressources|* Compréhension du business en général|Une ou deux attestations correspondant avec le poste actuelCurriculum Vitae|Documents à fournir:|* Connaissances de base en Anglais|* Archivages|Ou Envoyez-nous vos documents de candidature à l'adresse email jtm.events.management@gmail.com|* Préparer les dossiers de travail|* Maîtrise de Powerpoint|* Esprit d´anticipation|* Contribuer à l´innovation du groupe|* Prise d´initiatives|* Compréhension du Marketing|* Maîtrise de Word, Excel|* Synchronisation avec le manager et l´équipe|TÂCHES|* Recherches internet|» Curriculum Vitae|* Basics de l´événementiel, décoration, animation|Nous recherchons un esprit ouvert et éveillé dans un corps dynamique et flexible.|- Tâches administratives|* Communication efficace|- Tâches operationnelles diverses|» Attestations|TRÈS IMPORTANT (ETAT D´ESPRIT / MINDSET)|Nous recherchons un(e) assistant de direction en temps partiel dans la ville de Yaoundé pour un travail de gestion des différents thèmes dans le cadre du sécrétariat, gestion des ressources, planifications des tâches et développement de notre business.|* Mindset positif|* Maîtrise du community Management|"
https://doopin.net/BeSyS,02/08/2022,KPMG,Informatique-Electronique-Numérique,Ingénieurinformaticien,SENIOR EXPÉRIMENTÉ IT ADVISORY – Cameroun,"Lieu,Nonspécifié,Cameroon",12Aug.2022,Nonspécifié,"|• Une certification en gestion des projets PMP, Prince 2 est un plus.|Profil Recherché:|• Orienté service client|Compétences:|• Des connaissances en cybersécurité sont un plus.|• Une expérience sur les progiciels SAP, EBS, Amplitude, Flexcube, Finacle ou autres ERP est un plus.|• Être capable de dresser la feuille de route du projet en fonction des sujets à forte valeur ajoutée business identifiés|• Établir un cahier de charge et les plannings|• Planifier les différentes phases du projet et s'assurer de son respect|• La connaissance des méthodologies PRISM et PRISM agile est un plus|Veuillez postuler avant le 12/Aout/2022|KPMG AC RERUTE SENIOR EXPÉRIMENTÉ IT ADVISORY|• Organiser des comités projets, pilotage|» Curriculum Vitae|» Niveau Académique Minimum: Master|• Analyser qualifier et prioriser les besoins du client tout en étant capable d'en identifier ceux à très forte valeur ajoutée business|• Assurer la promotion du projet vis-à-vis des autres clients|• Évaluer les risques et les enjeux|• Suivi très rapproché de la qualification et de l'homologation des solutions proposées||• Réaliser les missions de conseil IT|• Contrôler, en tant que coordinateur, la qualité des développements et livrables.|Références: KPMG_AC_ITA_20220729|» Niveau d'expérience: Senior|Email: cm-contact@kpmg.cm|• Parfaite communication orale et écrite en Français et en Anglais|• Animation d'ateliers et de comités|• Organiser et faire le suivi de la mise en production du projet|• Assurer l'accompagnement du client en post production|• BAC+5 d'une école d'ingénieur informatique ou équivalent|• Vous avez une première expérience en conduite de projet informatique|"
https://doopin.net/YTpWS,02/08/2022,ALLSERVICESSARL,Commerce-Vente-Distribution,Commercial,Agent commercial – Douala,"Douala,Littoral,Cameroon",Postulerauplustôt,StageProfessionnel,"Travaille sur terrainProspection et suivieRelance|» Curriculum Vitae|Commission disponible.|» Lettre de motivation|Nous recrutons un agent commercial H/F, dynamique, déterminé(e), Courageux (se).|Pour un début la prime de transport est de : 50 000F||Veuillez cliquer sur le bouton Postuler ci-dessous pour soumettre votre candidature|"
https://doopin.net/epjut,02/08/2022,ElecITENGINEERINGSARL,Industriel,Ingénieurmécatronique,Mécatronicien – Douala,"Douala,Littoral,Cameroon",15Aug.2022,Nonspécifié,"» Niveau d'expérience: Expérimenté 
                                                                                                » Années d'expérience: Entre 2 an et 3 ans 
                                                                                                » Niveau Académique Minimum: Master|Mission principale|Nature du poste : MECATRONICIEN|Réaliser des pré-études sur des outillages destinés à la productif En collaboration avec des ingénieurs, vous analysez les cahiers de charge et solutionnez les demande clients transmises via les chefs de projetsVous mettez votre savoir-faire et votre sens pratique au service de l'optimisation des solutions techniques afin  de satisfaire la démarche de l'entreprise. Vous modélisez et mettez en plans les solutions retenues sur nos logiciels de CAO En lien permanent avec nos ateliers, vous garantissez la faisabilité technique des solutions mise en œuvre et assurez le suivi de fabrication. En tant qu'expert technique, et après un parcours de formation adapté, vous poutre être amené à participé, aux enquêtes d'avant-projet et superviser l'installation sur le terrain des solutions créée.|» 
                                                                    20 - 40                                                                     ans|Catégorie : Agent de maitrise|:  Le mécatronicien fera une conception d'outillages, il apportera un support au service outillage du Manu-facturing Engineering. Il/ Elle devra concevoir les outillages mécaniques pour les besoins prototype et pour la production, puis réaliser les dossiers de fabrication et suivre la réalisation. Ensuite contribuer à la rédaction de cahier des charges pour la réalisation de moyens en externe.|COMPETENCES|Composition du service (effectif) : 04employés|Mission principale du service : Le service assure le suivi des projets sur le plan technique (Électrique. Mécanique ...) à partir de sa conception jusqu'à sa réalisation.|Positionnement dans l'organigramme du service : Le Mécatronicien est placé sous la responsabilité d'un Responsable mécatronicien|Missions :|Intitulé du poste : MECATRONIQUE|Vous êtes travailleurs de minimum niveau Bac+F4 dans les domaines process, conception mécanique, mécatronique ou équivalent. Vous êtes organisé(e), curieux(se) et surtout rigoureux(se).Vous savez être force de proposition et faire avancer les sujets existants. Vous avez des connaissances sur la conception assistée par ordinateur (CAO).Vous maîtrisez un logiciel CAD (Solidworks, CATIA ou équivalent). Vous avez des connaissances techniques sur les processus de dimensionnement et fabrication complet des machines ou pièces mécaniques.Vous avez des connaissances sur les machines à commande numérique. Vous avez des connaissances sur l'automatisme industriel.|Missions et activités du poste|Conçoit des système « intelligents » pour améliorer les performances de tous types d'équipementMet en service, règle et contrôle des machines et des installations de production automatisée Identifie les pannes  Effectue ou supervise la réparation des pièces défectueuses Assure le suivi technique et le lien entre les équipes spécialisées dans la mécanique et l'électronique|» Curriculum Vitae|» Lettre de motivation|Veuillez cliquer sur le bouton Postuler ci-dessous pour soumettre votre candidature|"
https://doopin.net/XbImo,02/08/2022,TEXIHINN&SUITES,Hôtellerie-Restauration,Directeurd’hôtel,Directeur d’hôtel – Douala,"Douala,Littoral,Cameroon",30Aug.2022,Nonspécifié,"Ecrire à : texihotel@yahoo.com ;Objet : Candidature au poste de Manager d’hôtel ;Page de garde : bref rappel de la candidature en cinq lignes maxPièces jointe : CV et Lettre de motivation (uniquement)Date limite candidature : Dimanche 31 Août 2022.|Comment candidater?|» Curriculum Vitae|Gérer l'établissement et en assurer la rentabilité;Développer une politique commerciale;Concevoir la prestation des services à la clientèleAccélérer la transformation digitale;Développer les stratégies d’hébergement et services associés;Veiller au renforcement de l’image et du positionnement sur le marché;Représenter l’établissement dans l’exécution de ses fonctions ;Participer à l’élaboration, à la mise en place et au suivi des procédures managériales;Veiller à la qualité de service et à son adéquation aux standards internationaux;Concevoir et prendre en charge le management et l'animation des équipes;Piloter le processus budgétaire|Modalités|Lieu de travail : Cameroun, DoualaRémunération attractiveAvantages divers|» Lettre de motivation|Directeur d’hôtel||Expérience confirmée dans un poste équivalent.Une expérience internationale serait un atoutH/F Bilingue de préférence, anglais et françaisLes candidats ayant un cursus d’hôtelier sont privilégiés|Placé sous l’autorité directe du promoteur, ses missions sont les suivantes :|"
https://doopin.net/uPwru,02/08/2022,FNE-FONDSNATIONALDEL'EMPLOI,Automobile,Mécanicienréparateur,Superviseur d'atelier mécanique – Yaoundé,"Yaoundé,Centre,Cameroon",07Aug.2022,Temporaire/CDD,"|Lieu de travail : Yaoundé avec des déplacements sur les projets|• Effectuer des tâches déléguées dans sa spécialisation comme détaillées dans son profil de poste|• Minimum 02 ans d’expérience en qualité de Superviseur d’Atelier Mécanique|RESPONSABILITÉS :|• Gérer, organiser et identifier les pièces détachées, consommables et outils nécessaires au parc automobile et à son équipe ; évaluer la qualité des fournisseurs locaux et passer les commandes correspondantes afin d'assurer une livraison dans les délais et un bon rapport qualité / prix ; surveiller les livraisons entrantes et sortantes de pièces détachées et de consommables (fuel, lubrifiants...) et informer chaque semaine le supérieur hiérarchique du niveau des stocks afin d'en assurer la disponibilité et l'utilisation rationnelle aussi bien que la continuité du service entre la capitale et le terrain ;|• Expérience avec Médecins Sans Frontières (MSF) ou d’autres ONG souhaitée|Vous êtes intéressé par l'offre ?Vous correspondez aux critères de sélection ?Venez déposer votre dossier complet à l'agence centrale FNE sise au quartier Fouda en face de l'hôtel jouvence 2000 et demander à rencontrer Monsieur NASERI.Composition des dossiers: CV( 2 pages Max), Lettre de motivation,Copie des diplômes, Tout justificatif d’expérience professionnelle, Copie de la CNI,Numéro de téléphone actifBonne Chance !!!!|» Niveau d'expérience: Expérimenté|• Maîtrise des outils informatiques (Word, Excel, Internet)|• Participer aux rapports mensuels selon les directives et mettre en œuvre les protocoles MSF et les compte-rendus afin d'assurer que tous les documents du véhicule sont en ordre et les rapports d’inspection sont dûment remplis par les chauffeurs|Médecins Sans Frontières Suisse recherche un(e) Superviseur(e) d’Atelier Mécanique pour son Bureau de Ia coordination Yaoundé.|• Assurer les réparations et l'entretien mécaniques des véhicules et engins motorisés (générateurs, pompes électriques...) ; superviser, organiser et planifier l'entretien périodique de tous les véhicules (correctif, prédictif et préventif) et des engins motorisés de la coordination, afin d'assurer les conditions optimales de fonctionnement du parc automobile et de prolonger sa longévité ;|• Maitrise du français. Être bilingue anglais est un atout|Date d’entrée en fonction : Dès que possible|• Se conformer au journal de bord et veiller à la sécurité du travail, superviser les travaux réalisés par le mécanicien et les chauffeurs (service des véhicules) ; le cas échéant, procéder aux opérations spécifiques plus complexes mentionnées dans le journal de bord pour décider si le véhicule a besoin d'une intervention urgente ou non-programmée ;|Gestion du stress, orientation des résultats et sens de la qualité, travail en équipe et coopération, souplesse de comportement, adhésion aux principes MSF, capacité à travailler sous pression et avec des personnes multidisciplinaires et multiculturelles.|Type de contrat : CDD avec possibilité de renouvellement|• Élabore les rapports mensuels et les soumet à temps au responsable logistique pour la compilation en vue de faire le rapport mensuel final.|• Assurer les inventaires de stock central avec le Supply|• Assure avec le log manager la distribution et le suivi du stock carburant du bureau de la coordination|Responsable Direct : Responsable Logistique|» Années d'expérience: Entre 2 an et 3 ans|• Formation formelle en mécanique sanctionnée d’un diplôme|Qualités requises :|• Assurer la gestion du stock de consommables et des pièces détachées mis à sa disposition|Superviser et contrôler la mise en œuvre des activités quotidiennes d'entretien mécanique à la coordination Yaoundé et éventuellement dans les autres projets de la mission Cameroun, conformément aux normes, protocoles et procédures MSF avec l’objectif d'assurer le fonctionnement efficace de l'atelier et des véhicules et engins motorisés de la coordination.|"
https://doopin.net/qklZO,02/08/2022,Diool,Informatique-Electronique-Numérique,Ingénieurinformaticien,Marketing Automation Specialist – Douala,"Douala,Littoral,Cameroon",05Aug.2022,Nonspécifié,"Diool has set up a unique digital platform allowing all businesses to conduct their merchant transactions through a single interface, and thus save time and operational costs.|» Années d'expérience: Entre 2 an et 3 ans 
                                                                                                » Niveau Académique Minimum: Licence|» Niveau d'expérience: Expérimenté|DIOOL is a mission driven company built to make financial transactions easier for businesses with an innovative platform that can be quickly and seamlessly integrated with a companies’ existing workflows. Diool is a remote first company with team members across the world and an office in Douala and is backed by the Lundin family.|If you think you’d excel in this role, send us your resume in English!|What we offer ..|Bachelor’s degree in Computer Engineering, Marketing or equivalent degree/experience preferredHas experience of at least 2-4 years of experience in a startup, marketing agency or financial services environmentSolid understanding of digital marketing, conversion optimisation, marketing funnels, lead generation, and lead scoringAny digital marketing certification is an asset (Google Analytics, Hubspot or Facebook certification)Strong data visualisation, critical thinking, analytical, organisational and collaboration skills|In charge of the technical implementation and activation of marketing initiatives via digital owned and paid mediaProper setup, tracking (pixels, scripts, tags, triggers), customisation, and reporting across our different marketing channels and advertising campaignsSet up, centralise and manage a marketing database/CRM for targeted communications to users, clients and prospectsAnalyse campaign performance, visitors' behaviour and interactions throughout the acquisition and activation marketing funnels (website, app, social media analytics) to measure their effectivenessProvide reporting and share insights & recommendations that can boost marketing activitiesIdentify opportunities in automation and email marketing flows, make recommendations to the team and contribute to its executionWork on new projects as needed (WhatsApp or SMS API setup, a/b testing, marketing experiments)|» Curriculum Vitae|Preferred Qualification|Required Skills||Competitive salaryFlexible working hoursRoom for professional growth (workshops, mentoring & feedback sessions)An amazing start-up culture to ensure your personal and professional growthAll resources and tools to perform your tasks, like company laptops|As the Marketing Automation Specialist you will be an integral part of the Diool Growth team. Where you will be tasked with creating, implementing and improving best practices ensuring continual enhancement of digital marketing efforts|Responsibilities|Experience with Google Analytics, Google Tag Manager, Facebook Pixel, LinkedIn Insight Tag, Google Ads Tag, Bing UET Tag, Pinterest Tag, TikTok tracking, etcComfortable with writing small scripts (SQL, typescript)Familiar with Segment and SmartlookFull proficiency in French and English|Veuillez cliquer sur le bouton Postuler ci-dessous pour soumettre votre candidature|We are growing fast so, join our team !|"
https://doopin.net/QoTgc,02/08/2022,GFAGLOBALAFRICAFOODS,Commerce-Vente-Distribution,Responsablecommercial,RESPONSABLE COMMERCIAL ET MARKETING – Douala,"Douala,Littoral,Cameroon",15Aug.2022,Nonspécifié,"|• Proposer un plan de communication et de promotion.|• Reporting hebdomadaire.|• Définir avec le CEO la stratégie marketing et l'exécute.|» Curriculum Vitae|NOUS RECRUTONS: UN(E) RESPONSABLE COMMERCIAL ET MARKETING|Depuis Juin 2020, GAF SARL connait une bonne croissance et ses produits commencent à gagner en notoriété. Grâce à notre savoir-faire et à notre capacité à innover. nous avons su nous constituer une place de choix sur le marché des assaisonnements au cameroun et progressivement en Afrique. ce succès est le résultat d'un travail de chaque instant et de la collaboration de toute l'équipe qui travaille avec passion et acharnement. Nous Chérissons nos valeurs de partage, de responsabilité, d'esprit de gagnant et la discipline. Notre leitmotiv est la recherche constante des solutions et la communication, ce qui nous ont permis d'affirmer notre marque « Saveurs d'Afrique » comme l'incontournable pour la réussite de vos plats.Afin de poursuivre notre phase de développement. nous avons besoin de personnes dynamiques, autonomes et passionnées par l'agro-alimentaire.seras-tu le talent qu'il nous faut pour franchir un nouveau palier ?UN(E) RESPONSABLE COMMERCIAL ET MARKETING|• Prospection, assurer le suivi journalier des commerciaux terrains assorti d'un compte rendu|• Établir un plan marketing annuel en fonction des tendances du marché et les cibles visées.|Cliquer sur le bouton Postuler pour envoyer votre candidature en ligne
Ou Envoyez-nous vos CVS + Lettre de motivation à l'adresse suivante : globalafricafoods@gmail.com|• Développer le portefeuille.|» Lettre de motivation|• Veille concurrentielle.||Date limite : 15 Août 2022|"
https://doopin.net/AjrHS,02/08/2022,ALIQOSTUDIO,Internet-Web,GraphisteWeb,Stagiaire graphiste – Douala,"Douala,Littoral,Cameroon",Postulerauplustôt,StageProfessionnel,"pour postuler, envoyez votre CV et vos réalisations aux coordonnées ci-dessous :|stephane@aliqo-studio.comwhatsapp : 657874158||» Curriculum Vitae|» Réalisations|Nous recrutons un stagiaire professionnel en graphisme et motion design.|"
https://doopin.net/TJeRZ,02/08/2022,UNIVERSALSOFTWARE,Informatique-Electronique-Numérique,Développeur,DÉVELOPPEUR WEB/MOBILE – Douala,"Douala,Littoral,Cameroon",Postulerauplustôt,Temporaire/CDD,"OFFRE D'EMPLOI: DÉVELOPPEUR WEB/MOBILE||» Lettre de motivation|Expérience dans le développement web : HTML, CSS, JS, PHP, Python, et autre langage backend.Expérience dans l’utilisation d’un ou plusieurs CMS/LMS : Wordpress, OsClass, WooCommerce, Prestashop, Magento, Wix, Moodle.Connaissances des librairies Bootstrap & JQueryExpérience dans la manipulation des bases de données MySQL et MongoDBBonnes notions de UI/UX designConnaissances des frameworks et dérivés : 
	Mobile : React NativeWeb : Vue.JS, React.JS, Node.JSRéseau & protocoles : HTTP, AJAX, WebsocketsEnvironnement : GithubBonne culture SEODes notions en Json, XML, Google Apps Script sont un plus
Ethique, confidentialité et professionnalisme total|Concevoir, développer, maintenir, faire évoluer les applications web/mobile de l’entreprise et de ses clientsAnalyser et suivre les statistiques d’utilisation des différentes applications afin d’optimiser l’expérience d’utilisationAssurer le support sur les différentes applications web/mobileIntégrer différents API métiers : Marketing, paiement, réservation, CRM, etc.Développer des applications marketing et programmes d’automatisation des tâches : Réseaux sociaux, CRM, Messaging, etc.Produire des démos d’applications développées||» Niveau d'expérience: Expérimenté|» Curriculum Vitae|(CV + Lettre de motivation) doivent être acheminés EXCLUSIVEMENT par e-mail à l’adresse suivante : contact@us-cm.com|"
https://doopin.net/VGkdt,02/08/2022,IECD-InstitutEuropéendeCoopérationetdeDéveloppement,RessourcesHumaines,Chargédegestionenressourceshumaines,CHARGE RH H/F – Yaoundé,"Yaoundé,Centre,Cameroon",12Aug.2022,Permanent/CDI,"Qualités attendues :|Les candidats intéressés par cette offre d’emploi doivent envoyer leurs candidatures (CV et Lettre de motivation) à l’adresse électronique recrutement.cameroun@iecd.org au plus tard le 12 août 2022.|Présent au Cameroun depuis 30 ans, l’IECD y mène plusieurs de ses programmes phares:|Formation : BAC+3 en GRH|L’IECD envisage, dès le 4e trimestre 2022, le développement de 3 nouveaux programmes:|Suivi des absences des employés de l’IECD ;Mise à jour des dossiers du personnel ;Préparation avec les managers des entretiens d’évaluation annuelle ;Gestion de processus d’immatriculation de l’employé à la CNPS ;Participation à la mise à jour des procédures RH ;Suivi des relations avec les administrations publiques (CNPS, inspection du travail, Ministères) ;Suivi
 des procédures d’obtention de carte de séjour des VSI et vérification 
de leur conformité à la règlementions locale en vigueur ;Préparation des documents nécessaires pour les demandes des Visa des équipes du siège et des experts et consultants divers ;Mise en œuvre des recommandations RH des audits et contrôle interne.|En étroite collaboration :|Bon sens relationnel et de l’’accueil ;Rigueur et organisation ;Esprit de synthèse ;Bonne expression orale et écrite ;Discrétion et respect de la hiérarchie ;Adhésion aux valeurs de l’IECD (un regard sur la personne, l’esprit de service, un engagement professionnel) ;Intérêt pour le domaine de solidarité internationale et des activités de développement et de coopération.|» Niveau d'expérience: Expérimenté|Analyse des entretiens d’évaluation ;Identification des besoins de renforcement des compétences transversales ;Identification des besoins de mobilité professionnelle interne ;Elaboration
 et mise à jour des différents outils de gestion RH et documents RH 
(matrices de compétences pour le personnel local, fiche de poste, grille
 de salaire, tableau de bord des employés, pyramide des âges)|Le projet d’incubateur de petites et moyennes entreprises dans le secteur agroalimentaire (TRANSFORM):  qui permet à des entrepreneurs de créer et développer leurs start-ups,  dans le domaine agroalimentaire en mettant à disposition une halle  technologique. Le programme d’appui aux Très Petites Entreprises:  formation et accompagnement de micros et petits entrepreneurs urbains,  de tous secteurs d’activité, en renforçant leurs compétences en gestion,  pour qu’ils consolident ou développent leur activité professionnelle|Bonnes connaissances du droit du travail Camerounais ;Maîtrise avancée de la suite Office (Word, Excel, Powerpoint) ;Bonne capacité de rédaction.|Seuls les candidats shortlistés seront contactés.|Sous
 la supervision du Directeur pays, en collaboration avec les Chefs de 
Projets (CDP) et le Responsable Administratif et Financier de l’IECD 
Cameroun, le chargé(e) RH sera responsable de l’exécution des tâches 
ci-après listées :|Sous la responsabilité :|Gestion du recrutement|Compétences recherchées :|Le  programme Graine d’Espérance (GDE): programme qui consiste à améliorer  les formations proposées par les centres de formation afin qu’elles  correspondent aux besoins du marché du travail. Cela passe par 5  piliers: l’amélioration des référentiels de formation, la rénovation  des équipements, la formation des enseignants, la mise en place  d’activités d’orientation et d’emploi, et l’amélioration de la gestion  de l’école.Le  programme hôtellerie restauration (HR): accompagnement du partenaire  Sorawel dans le développement de son centre de formation professionnelle  en hôtellerie et restaurationLe programme de santé|Rédaction
 des demandes d’explication ainsi que les notifications des sanctions 
pour les équipes locales en collaboration avec les CDP.Suivi des contentieux sociaux en collaboration avec le conseil de l’IECD ;Veille RH et sociale pour l’ensemble des projets de l’IECD au Cameroun ;Benchmark des bonnes pratiques RH auprès d’autres ONG internationales au Cameroun.|L’Institut Européen de Coopération et Développement (IECD),  organisme de solidarité internationale, œuvre depuis 1988 au service du  développement social et économique dans quinze pays en développement et  émergents. Près de trente années d’expérience ont permis à l’IECD de  développer un vrai savoir-faire dans la formation technique et  professionnelle, dans l’appui aux très petites entreprises et dans  l’accès à l’éducation et à la santé pour les personnes les plus  vulnérables.|1/ Développement RH|3/ Suivi des contentieux et veille juridique|Gestion des compétences et des carrières|En
 collaboration avec les CDP : gestion de l’ensemble du processus de 
recrutement, de l’identification des besoins à l’intégration du 
collaborateur :|Suivi des contrats de travail (terme, renouvèlement, etc.)Préparation avec les managers, des ruptures de contrats et participation à leur négociation ;|» Curriculum Vitae|Formation  professionnellepar accompagnement d’un réseau de 15 centres de  formation professionnelle et instituts dans la formation des jeunes en  milieu rural dans les métiers agricoles pour faciliter leur insertion  professionnelle.Développement rural par La structuration de la filière maraichère (APONH):  en partenariat avec un grand groupe français du secteur, structuration  de la filière en s’appuyant simultanément sur des activités d’ordre  commercial, technique et social. Ainsi, 40 producteurs voient leurs  conditions de vie améliorées en travaillant pour 200 clients B2C et 15  clients B2B grâce à l’intermédiation commerciale de la SOFRULECAM qui  est une entité créée par l’IECD à cet effet. Entrepreneuriat:|Statut: CDI|Gestion des contrats|Administration du personnel|» Niveau Académique Minimum: Licence|Expérience professionnelle requise dans la gestion des RH.|Délégué et Directeur des opérations Cameroun|» Lettre de motivation|Rédaction et diffusion des offres d’emploi ;Tri des candidatures et réalisation des entretiens ;Rédaction du contrat de travail ;Formalisation du plan d’intégration.|Localisation: Yaoundé avec des déplacements réguliers dans les projets|Responsable des opérationsLes chefs de projet, Le RAF Les RH du siège|FICHE DE POSTE :CHARGE RH H/F|2/ Gestion administrative|Dates du poste: Septembre 2022|"
https://doopin.net/BdxVz,03/08/2022,SIGMADEVELOPMENTSARL,Industriel,Opérateurdeproduction,OUVRIERS – EDEA,"EDEA,Littoral,Cameroon",Postulerauplustôt,Permanent/CDI,"|Prendre note des consignes et des prescriptions du responsable techniquePréparer les matériels et équipements de pulvérisationPréparer la bouillieRéaliser le traitement d’une manière individuelle ou avec des aidesEntretenir le matériel de traitementRendre compte au responsable|» Photocopie CNI|La société SIGMA DEVELOPMENT SARL recherche 5 ouvriers hommes ou femmes pour le traitement phytosanitaire des palmiers à huile dans un site agroindustriel.|L’ouvrier de traitement phytosanitaire assure la préparation et la réalisation des opérations de traitements phytosanitaires en respectant l’application des consignes du responsable technique et des règles d’hygiène, de santé et de sécurité au travail|Pouvoir  lire et rédiger des notes en langues française ou anglaiseSuivre la formation qui sera organisée sur place dans la préparation de la bouillie de pulvérisationPouvoir appliquer les prescriptions et les techniques de maintenance du matériel de traitement|Candidatures féminines encouragées car elles pourront aussi travailler dans le ramassage des fruits.||Pour candidater envoyer CNI ou toute pièce d'identité au numéro Whatsapp +237655325055 ou à l'adresse email simon.ndjock@gmail.com|CONDITIONS DE TRAVAIL  Logement fourni dans un camp avec eau et électricitéVoyage sur le lieu du travail à partir de Douala fourniTransport sur les sites de travaux fourniFormation assuréeUniforme spécial et EPIs fournisOutils de travail fournisSalaire suivant le rendement sur le terrain, à partir de 50 000 FCFA jusqu'à 150 000 FCFA/moisContrat de travail CDI avec affiliation à la CNPSAssurance santé offerte|"
https://doopin.net/ZXLMe,03/08/2022,BiscuiterieBOBO,Commerce-Vente-Distribution,Commercial,STAGIAIRE COMMERCIAL(E) – Douala,"Akwa,Douala,Littoral,Cameroon",Postulerauplustôt,StageProfessionnel,"·       suivre les ventes hebdomadaires et la performance des différents points de vente|·      
Et bien sûr, avoir la Bobo Attitude et Think out of the box!|·       Être intéressé(e) par la boulangerie industrielle|·       Avoir une première
expérience réussie dans la vente|Nous recherchons un(e) stagiaire commercial(e) pour rejoindre une jeune entreprise à forte croissance avec de fortes perspectives internationales. Les principales missions sont :|·      
Être sympathique, passionné(e), ambitieux(se), et brillant(e)|Nos recettes de madeleines, sablés et cookies puisent dans le terroir camerounais pour proposer à nos Bobos des produits fabriqués localement sans conservateurs, ni colorants, ni additifs. Farine, Beurre, Pépites de chocolat,… chaque ingrédient est choisi avec soin pour garantir à nos Bobos un goût unique et authentique.|Créée en 2019, la Biscuiterie Bobo est une jeune entreprise spécialisée dans la production et la distribution de produits de snacking dans les restaurants, les petites et grandes surfaces au Cameroun.|·      
Avoir au moins le baccalauréat et être âgée de moins de 30 ans|·      
Être rigoureux(se) et consciencieux(se)|Présentation de l’Entreprise|·       développer le réseau de points de vente conformément au plan stratégique.|» Niveau d'expérience: Stagiaire 
                                                                                                                                » Niveau Académique Minimum: Baccalauréat|» 
                                                                    18 - 30                                                                     ans|A date, nos produits sont distribués dans plus de 40 points de vente à Douala et Yaoundé dont Carrefour Market.|·       gérer l'approvisionnement (stock) des points de vente|·      
Être autonome,
doué(e) d'une bonne
capacité d'organisation et doté(e) d'une incroyable aisance
relationnelle|Cliquer sur le bouton Postuler pour envoyer votre candidature en ligne
Ou envoyez-nous vos documents de candidature à l'adresse email madininafoods@gmail.com|» Curriculum Vitae|·       développer la présence quantitative et qualitative des produits Bobo dans les points de vente|» Lettre de motivation|Qualités requises|"
https://doopin.net/RgVVu,03/08/2022,GSERVICE,Commerce-Vente-Distribution,Employélibre-service,Ménagère Résidente – Yaoundé,"Yaoundé,Centre,Cameroon",07Aug.2022,Nonspécifié,"Jeune dame ayant de l'expérience comme babysitter et aimant s'occuper des enfants.|Merci de nous contacter au 654 35 37 17|Repas, hébergement et soins gratuitsUn jour de vacances par semaineSalaire attractif||Personnes pas sérieuses s'abstenir|Recherche Ménagère Residente pour le quartier Messamendongo|"
https://doopin.net/RcwBF,03/08/2022,BiscuiterieBOBO,Publicité-Marketing,Assistantmarketing,STAGE ANALYSTE MARKETING – Douala,"Douala,Littoral,Cameroon",31Aug.2022,StageProfessionnel,"|Exécuter et coordonner les animations commerciales promotionnelles dans les points de vente

Développer et exécuter le plan marketing digital|·      
Et bien sûr, avoir la Bobo Attitude et Think out of the box!|·      
Être sympathique, passionné(e), ambitieux(se), et brillant(e)|Nos recettes de madeleines, sablés et cookies puisent dans le terroir camerounais pour proposer à nos Bobos des produits fabriqués localement sans conservateurs, ni colorants, ni additifs. Farine, Beurre, Pépites de chocolat,… chaque ingrédient est choisi avec soin pour garantir à nos Bobos un goût unique et authentique.|Créée en 2019, la Biscuiterie Bobo est une jeune entreprise spécialisée dans la production et la distribution de produits de snacking dans les restaurants, les petites et grandes surfaces au Cameroun.|·      
Avoir au moins le baccalauréat et être âgée de moins de 30 ans|·       Être intéressé(e) par la boulangerie|Cliquer sur le bouton Postuler pour envoyer votre candidature en ligne
Ou envoyez-nous vos CV et LM à madininafoods@gmail.com|·      
Être rigoureux(se) et consciencieux(se)|Présentation de l’Entreprise|» Niveau d'expérience: Stagiaire 
                                                                                                                                » Niveau Académique Minimum: Baccalauréat|Autres informations  Job basé à Douala  Disponibilité immédiate souhaitée|» 
                                                                    18 - 30                                                                     ans|·      
Être autonome,
doué(e) d'une bonne
capacité d'organisation et doté(e) d'une incroyable aisance
relationnelle|» Lettre de Motivation|» Curriculum Vitae|A date, nos produits sont distribués dans plus de 40 points de vente à Douala et Yaoundé dont Carrefour Market.|Nous recherchons
un(e) stagiaire assitant(e) marketing & développement FMCG pour rejoindre
une jeune entreprise à forte croissance avec de fortes perspectives
internationales. Les principales missions sont :|·       Avoir une première
expérience réussie dans le
marketing digital|"
